"Доселени и отселени граѓани на Република Македонија, странци и миграционо салдо, по години(2000-2004)"

"Држава","2000 Доселени граѓани","2000 Отселени граѓани","2000 Доселени странци","2000 Отселени странци","2000 Миграционо салдо","2001 Доселени граѓани","2001 Отселени граѓани","2001 Доселени странци","2001 Отселени странци","2001 Миграционо салдо","2002 Доселени граѓани","2002 Отселени граѓани","2002 Доселени странци","2002 Отселени странци","2002 Миграционо салдо","2003 Доселени граѓани","2003 Отселени граѓани","2003 Доселени странци","2003 Отселени странци","2003 Миграционо салдо","2004 Доселени граѓани","2004 Отселени граѓани","2004 Доселени странци","2004 Отселени странци","2004 Миграционо салдо"
"Kонтинент -  Азија",1,6,7,0,2,0,0,16,10,6,1,0,21,1,21,5,0,26,0,31,3,0,9,0,12
