"Склучени бракови според поранешната брачна состојба на младоженецот и на невестата, по општини, по години"

"Општина","2005 Невеста Неженет/немажена","2005 Невеста Вдовец/вдовица","2005 Невеста Разведен/разведена","2006 Невеста Неженет/немажена","2006 Невеста Вдовец/вдовица","2006 Невеста Разведен/разведена","2007 Невеста Неженет/немажена","2007 Невеста Вдовец/вдовица","2007 Невеста Разведен/разведена","2008 Невеста Неженет/немажена","2008 Невеста Вдовец/вдовица","2008 Невеста Разведен/разведена","2009 Невеста Неженет/немажена","2009 Невеста Вдовец/вдовица","2009 Невеста Разведен/разведена","2010 Невеста Неженет/немажена","2010 Невеста Вдовец/вдовица","2010 Невеста Разведен/разведена","2011 Невеста Неженет/немажена","2011 Невеста Вдовец/вдовица","2011 Невеста Разведен/разведена","2012 Невеста Неженет/немажена","2012 Невеста Вдовец/вдовица","2012 Невеста Разведен/разведена","2013 Невеста Неженет/немажена","2013 Невеста Вдовец/вдовица","2013 Невеста Разведен/разведена","2014 Невеста Неженет/немажена","2014 Невеста Вдовец/вдовица","2014 Невеста Разведен/разведена","2015 Невеста Неженет/немажена","2015 Невеста Вдовец/вдовица","2015 Невеста Разведен/разведена"
"Република Македонија",13528,162,978,13762,126,1020,14388,127,975,13635,96,964,13822,110,991,13153,103,899,13685,108,943,12961,114,916,12867,99,1016,12805,92,916,13132,97,957
