"Финална потрошена електрична енергија во домаќинствата по жител, по години"

"KWh по жител/индекс","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"kWh/жител",1466.7,1493.9,1486.3,1531.2,1609.1,1573.3,1625.0,1583.0,1485.0,1473.3,1517.7
