"Витални настани, по регион, по година"

"Регион","2005 Живородени","2005 Умрени","2005 Природен прираст","2005 Склучени бракови","2005 Разведени бракови","2006 Живородени","2006 Умрени","2006 Природен прираст","2006 Склучени бракови","2006 Разведени бракови","2007 Живородени","2007 Умрени","2007 Природен прираст","2007 Склучени бракови","2007 Разведени бракови","2008 Живородени","2008 Умрени","2008 Природен прираст","2008 Склучени бракови","2008 Разведени бракови","2009 Живородени","2009 Умрени","2009 Природен прираст","2009 Склучени бракови","2009 Разведени бракови","2010 Живородени","2010 Умрени","2010 Природен прираст","2010 Склучени бракови","2010 Разведени бракови","2011 Живородени","2011 Умрени","2011 Природен прираст","2011 Склучени бракови","2011 Разведени бракови","2012 Живородени","2012 Умрени","2012 Природен прираст","2012 Склучени бракови","2012 Разведени бракови","2013 Живородени","2013 Умрени","2013 Природен прираст","2013 Склучени бракови","2013 Разведени бракови","2014 Живородени","2014 Умрени","2014 Природен прираст","2014 Склучени бракови","2014 Разведени бракови","2015 Живородени","2015 Умрени","2015 Природен прираст","2015 Склучени бракови","2015 Разведени бракови"
"Република Македонија",22482,18406,4076,14500,1552,22585,18630,3955,14908,1475,22688,19594,3094,15490,1417,22945,18982,3963,14695,1209,23684,19060,4624,14923,1287,24296,19113,5183,14155,1720,22770,19465,3305,14736,1753,23568,20134,3434,13991,1926,23138,19208,3930,13982,2045,23596,19718,3878,13813,2210,23075,20461,2614,14186,2200
