"Живородени деца по пол, по регион, по година"

"Регион","2005 Мажи","2005 Жени","2006 Мажи","2006 Жени","2007 Мажи","2007 Жени","2008 Мажи","2008 Жени","2009 Мажи","2009 Жени","2010 Мажи","2010 Жени","2011 Мажи","2011 Жени","2012 Мажи","2012 Жени","2013 Мажи","2013 Жени","2014 Мажи","2014 Жени","2015 Мажи","2015 Жени"
"Република Македонија",11451,11031,11629,10956,11772,10916,11826,11119,12340,11344,12631,11665,11752,11018,12243,11325,12093,11045,12172,11424,11959,11116
