"Доселени и отселени граѓани на Република Македонија, странци и миграционо салдо, по години(2000-2004)"

"Држава","2000 Доселени граѓани","2000 Отселени граѓани","2000 Доселени странци","2000 Отселени странци","2000 Миграционо салдо","2001 Доселени граѓани","2001 Отселени граѓани","2001 Доселени странци","2001 Отселени странци","2001 Миграционо салдо","2002 Доселени граѓани","2002 Отселени граѓани","2002 Доселени странци","2002 Отселени странци","2002 Миграционо салдо","2003 Доселени граѓани","2003 Отселени граѓани","2003 Доселени странци","2003 Отселени странци","2003 Миграционо салдо","2004 Доселени граѓани","2004 Отселени граѓани","2004 Доселени странци","2004 Отселени странци","2004 Миграционо салдо"
"Kонтинент - Европа",631,159,531,7,996,454,311,680,180,643,715,81,480,58,1056,542,112,478,29,876,530,639,799,10,680
