"Количество на отпад според секторот на економската активност*"

"Сектор на економска активност"	"Опасен/неопасен"	"2010 Создаден отпад"	"2010 Складиран отпад"	"2010 Примен отпад"	"2010 Предаден отпад"	"2010 Преработен отпад"	"2010 Отстранет отпад"	"2012 Создаден отпад"	"2012 Складиран отпад"	"2012 Примен отпад"	"2012 Предаден отпад"	"2012 Преработен отпад"	"2012 Отстранет отпад"	"2014 Создаден отпад"	"2014 Складиран отпад"	"2014 Примен отпад"	"2014 Предаден отпад"	"2014 Преработен отпад"	"2014 Отстранет отпад"
"Вкупно"	"Вкупно"	1876208.41	762.92	331534.60	100204.14	331353.80	1775421.59	2112372.96	154552.16	63333.37	50948.10	63279.17	1906954.83	1725911.44	120918.46	174287.98	629437.36	177777.85	972283.80
