"Доселени и отселени граѓани на Република Македонија, странци и миграционо салдо, по години(2000-2004)"

"Држава","2000 Доселени граѓани","2000 Отселени граѓани","2000 Доселени странци","2000 Отселени странци","2000 Миграционо салдо","2001 Доселени граѓани","2001 Отселени граѓани","2001 Доселени странци","2001 Отселени странци","2001 Миграционо салдо","2002 Доселени граѓани","2002 Отселени граѓани","2002 Доселени странци","2002 Отселени странци","2002 Миграционо салдо","2003 Доселени граѓани","2003 Отселени граѓани","2003 Доселени странци","2003 Отселени странци","2003 Миграционо салдо","2004 Доселени граѓани","2004 Отселени граѓани","2004 Доселени странци","2004 Отселени странци","2004 Миграционо салдо"
"Kонтинент - Океанија",5,0,2,0,7,1,1,3,0,3,5,0,3,0,8,15,0,6,0,21,6,5,3,0,4
