"Доселени и отселени граѓани на Република Македонија, странци и миграционо салдо, по години(2000-2004)"

"Држава","2000 Доселени граѓани","2000 Отселени граѓани","2000 Доселени странци","2000 Отселени странци","2000 Миграционо салдо","2001 Доселени граѓани","2001 Отселени граѓани","2001 Доселени странци","2001 Отселени странци","2001 Миграционо салдо","2002 Доселени граѓани","2002 Отселени граѓани","2002 Доселени странци","2002 Отселени странци","2002 Миграционо салдо","2003 Доселени граѓани","2003 Отселени граѓани","2003 Доселени странци","2003 Отселени странци","2003 Миграционо салдо","2004 Доселени граѓани","2004 Отселени граѓани","2004 Доселени странци","2004 Отселени странци","2004 Миграционо салдо"
"Kонтинент - Америка",2,0,18,0,20,3,0,0,1,24,2,0,28,1,29,4,0,67,0,71,4,12,26,3,15
