"Склучени бракови според поранешната брачна состојба на младоженецот и на невестата, по општини, по години"

"Општина","2005 Младоженец Неженет/немажена","2005 Младоженец Вдовец/вдовица","2005 Младоженец Разведен/разведена","2006 Младоженец Неженет/немажена","2006 Младоженец Вдовец/вдовица","2006 Младоженец Разведен/разведена","2007 Младоженец Неженет/немажена","2007 Младоженец Вдовец/вдовица","2007 Младоженец Разведен/разведена","2008 Младоженец Неженет/немажена","2008 Младоженец Вдовец/вдовица","2008 Младоженец Разведен/разведена","2009 Младоженец Неженет/немажена","2009 Младоженец Вдовец/вдовица","2009 Младоженец Разведен/разведена","2010 Младоженец Неженет/немажена","2010 Младоженец Вдовец/вдовица","2010 Младоженец Разведен/разведена","2011 Младоженец Неженет/немажена","2011 Младоженец Вдовец/вдовица","2011 Младоженец Разведен/разведена","2012 Младоженец Неженет/немажена","2012 Младоженец Вдовец/вдовица","2012 Младоженец Разведен/разведена","2013 Младоженец Неженет/немажена","2013 Младоженец Вдовец/вдовица","2013 Младоженец Разведен/разведена","2014 Младоженец Неженет/немажена","2014 Младоженец Вдовец/вдовица","2014 Младоженец Разведен/разведена","2015 Младоженец Неженет/немажена","2015 Младоженец Вдовец/вдовица","2015 Младоженец Разведен/разведена"
"Република Македонија",13209,262,1197,13392,247,1269,14028,226,1236,13263,200,1232,13504,176,1243,12817,169,1169,13432,184,1120,12672,196,1123,12613,212,1157,12511,160,1142,12932,160,1094
